TransactionAmt,card1,card2,addr1,dist1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,TransactionHour,TransactionDay,TransactionAmt_to_mean_card1,TransactionAmt_to_std_card1,time_delta_card1
83.5,1974,111.0,441.0,310.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3,0.6609993266286183,0.40174556948926055,6500.0
103.97,2772,512.0,143.0,12.0,108.0,102.0,0.0,0.0,115.0,88.0,0.0,0.0,66.0,0.0,23,1,0.8450935855945135,0.5576163490241449,2437.0
226.0,4759,555.0,204.0,14.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19,2,1.4649563246004391,1.6834016853468992,283661.0
73.95,11207,361.0,231.0,-999.0,17.0,17.0,0.0,0.0,17.0,15.0,0.0,0.0,12.0,0.0,22,3,0.5547350750267912,0.3162642653268445,1057.0
59.0,8528,215.0,387.0,-999.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0,2,0.5839285236129881,0.42787091301597213,431.0
78.788,10054,289.0,-999.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0,1.4965144454156856,1.7869305868146126,1783.0
49.0,7919,194.0,325.0,2.0,6.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,1,0,0.48414259760061795,0.41941454929392075,111.0
250.0,11205,399.0,387.0,-999.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,15,1,1.24999999999375,2.8867513459147953,160689.0
11.238,4461,375.0,242.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,0,0.28102585133942815,0.29716980575233354,7652.0
100.0,14014,146.0,110.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5,0,1.0686722435019504,1.0905801477050694,3237.0
1679.95,15600,555.0,204.0,741.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20,0,0.9999999999994047,-999.0,0.0
291.95,7676,512.0,194.0,-999.0,8.0,7.0,0.0,0.0,11.0,6.0,0.0,0.0,6.0,0.0,18,4,2.0865705817771985,1.372518776425803,1941.0
57.95,16132,111.0,299.0,-999.0,134.0,116.0,0.0,0.0,145.0,97.0,0.0,0.0,89.0,0.0,5,1,0.35711271439040576,0.2313630506515032,3822.0
25.0,15898,137.0,269.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17,6,0.2170321004926597,0.23189800692837886,0.0
387.36,10616,583.0,343.0,-999.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,1.5073340263821693,0.9969657539818714,3828.0
52.95,2689,111.0,315.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,0.5926666006032903,0.48810198382757486,177940.0
100.0,3682,264.0,433.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,4,0.47409536989825624,0.3098262315952825,347.0
125.0,10075,514.0,315.0,-999.0,14.0,14.0,0.0,0.0,7.0,15.0,0.0,0.0,9.0,0.0,17,3,1.1186579648816457,0.7081207124973313,751.0
100.0,14290,512.0,225.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,18,3,0.8686290446883891,0.5879820872419524,1534.0
59.0,16132,111.0,299.0,-999.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,21,4,0.3635832640040369,0.23555513353647436,844.0
50.0,3821,111.0,299.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19,2,0.21388201838229165,0.13771425224129982,35.0
57.95,13489,310.0,272.0,19.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,23,4,0.6214144013659169,0.5207782446165873,401.0
213.0,12723,555.0,264.0,-999.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,5,3.510263204629441,3.9862347543137115,927.0
38.79,9633,296.0,-999.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,3,0.8823922880698505,0.9487945244067909,8196.0
67.95,7921,542.0,299.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22,0,0.30719483532782565,0.2704952536421357,237600.0
77.0,18132,567.0,494.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22,1,0.6239044222566641,0.39954871806296716,123.0
171.0,5033,269.0,264.0,196.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,14,2,1.5960942667998999,0.7826000668880482,33345.0
59.0,10989,360.0,220.0,1520.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1,1,0.6971046336385861,0.5193365210548851,43525.0
10.0,18030,122.0,264.0,793.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,6,0.2027183566257461,0.23611708354527397,1380.0
167.0,3605,514.0,325.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13,0,0.9288183117677593,0.6422432864544596,56817.0
100.0,16391,555.0,472.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,6,0.4167448063161145,0.29169968237124233,217.0
103.97,5286,-999.0,264.0,-999.0,108.0,91.0,0.0,0.0,127.0,75.0,0.0,0.0,78.0,0.0,3,0,1.3605108658935354,0.9970573270572612,9609.0
59.0,5027,555.0,181.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,1,0.6590390476572785,0.7903106077683467,0.0
50.0,7970,490.0,512.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1,5,0.2249749095768687,0.17668168624224517,11930.0
300.0,1764,158.0,315.0,-999.0,4.0,6.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,5.0,0,6,2.9538088178966464,2.2518149277855577,16890.0
49.0,6530,206.0,325.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,1,0.3700753549376673,0.22053258638986256,231.0
22.271,9387,500.0,-999.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,19,5,0.5250986539912761,0.974279442499449,12106.0
4.781,2256,545.0,161.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,4,0.10264911974517203,0.11528934640274731,35116.0
114.035,9917,142.0,-999.0,-999.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0,3,2.688531644213124,3.079446967226086,14030.0
151.0,10989,360.0,498.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19,1,1.784115248803839,1.3291494013438585,2973.0
57.95,6170,174.0,315.0,-999.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0,0,0.4062526639410367,0.25200885157163055,16873.0
58.95,7919,194.0,299.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,2,0.58245318629707,0.5045813812423802,1504.0
390.0,12668,170.0,472.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,15,6,1.5769274905955981,0.8650517095639743,86691.0
8.641,15885,545.0,-999.0,-999.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,5,2,0.21900736625485817,0.23884773097547818,137.0
77.0,7826,481.0,204.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,0,0.6272216318078585,0.4361863358633936,2591.0
10.0,4074,589.0,441.0,-999.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,41.0,0.0,33.0,2,1,0.28027164789703723,0.2096478188619773,9882.0
117.0,12683,555.0,327.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17,6,1.100806451602546,1.9136053754411253,0.0
209.95,7207,111.0,204.0,-999.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20,6,1.4895947456708936,1.044097349519066,774.0
107.95,1955,383.0,498.0,10.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,21,3,1.0157109349176459,0.7966888125790518,9674.0
11.48,3154,408.0,-999.0,-999.0,5.0,20.0,0.0,6.0,0.0,6.0,6.0,3.0,0.0,9.0,23,3,0.32185261895480527,0.3528756176055637,849.0
145.284,1722,408.0,-999.0,-999.0,1.0,32.0,0.0,3.0,0.0,3.0,3.0,7.0,0.0,11.0,16,5,2.132531114379653,2.950187586801511,519223.0
171.0,9653,313.0,299.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20,2,1.1046564209060603,1.0250863988586214,92354.0
57.0,8320,476.0,272.0,-999.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,21,0,0.5600993083825083,0.383339566461198,380.0
75.0,2884,490.0,299.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,21,2,0.6754795899795841,0.46253391430432556,2663.0
209.95,7826,481.0,387.0,2058.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2,0,1.7101971636111675,1.1893158599288245,1958.0
644.95,9803,583.0,126.0,35.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,19,2,3.1919714932157093,1.9512444081303815,1046.0
87.0,7585,553.0,299.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,20,6,0.4208697632265488,0.26967393194528266,555.0
50.0,10023,111.0,325.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,21,1,0.40767604972724375,0.27837108069887173,4139.0
300.0,1333,170.0,191.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,16,2,1.2686516373606593,1.0152860201833562,298.0
11.0,15497,490.0,420.0,-999.0,4.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,19,0,0.07893746630052269,0.054770838920513994,3926.0
171.0,1802,555.0,170.0,-999.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,13,3,2.5742421571695657,4.355147046588716,53999.0
311.95,7971,215.0,498.0,7.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,17,3,2.78043709185452,3.037627905538511,75144.0
159.95,12544,321.0,441.0,-999.0,50.0,36.0,0.0,0.0,36.0,35.0,0.0,0.0,33.0,0.0,23,2,1.4679944199289856,1.1164670757349382,3557.0
24.772,16286,305.0,-999.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,23,4,0.5806996066855252,0.9811195990106445,0.0
141.0,4231,555.0,226.0,13.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22,1,1.7653007174623692,3.242420576642485,521293.0
47.95,9112,250.0,441.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,1,0.4915024801651494,0.3132571837948115,14221.0
59.0,2803,100.0,299.0,104.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,22,1,0.41350287693202126,0.2252054043241381,236.0
59.0,9500,321.0,272.0,-999.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18,3,0.5099477880488932,0.30511053393922105,629.0
59.0,2392,360.0,315.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,4,0.6352981925426501,0.5551622619032804,208.0
47.95,7919,194.0,203.0,-999.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,6,0.473768113366319,0.41042709466619387,230.0
77.95,15986,360.0,204.0,6.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,6.0,0.0,17,0,0.8904690533767164,0.7264500849275124,7343.0
100.0,6054,327.0,325.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,18,4,0.32490128092690723,0.2153009570810674,680.0
15.0,16255,470.0,204.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,2,0.11595222578344759,0.09396315514600505,1760.0
117.0,17188,321.0,122.0,-999.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,19,0,0.9025545410420533,0.6287831104545305,1095.0
59.0,16630,242.0,512.0,118.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1,2,0.5103739270993145,0.508960386099136,72441.0
77.0,11157,215.0,204.0,-999.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,23,4,0.6721727268805248,0.39016160175577713,1745.0
57.95,12544,321.0,337.0,-999.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,19,5,0.5318554337910892,0.40449682425032624,2341.0
4.471,18250,545.0,-999.0,-999.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0,3,0.08910478231105087,0.09086106605830604,53.0
36.735,1164,545.0,-999.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,6,0.9695003091839683,1.1625088837908066,23868.0
75.0,2884,490.0,299.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4,1,0.6754795899795841,0.46253391430432556,7184.0
142.0,9500,321.0,441.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15,5,1.2273319644566583,0.7343338274469389,107.0
181.0,18350,472.0,337.0,38.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22,5,1.7952851269566947,1.6463027935741394,13077.0
554.0,10680,373.0,330.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,3.9335516720545622,3.2299785627400657,205415.0
42.676,15885,545.0,486.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,19,5,1.081629251509354,1.1796164526223247,219.0
50.0,3631,225.0,123.0,-999.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,22,5,0.2492847793046758,0.29385085998535493,351917.0
169.0,1675,174.0,204.0,8.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,21,1,1.65565692120493,0.9428511950037626,7201.0
47.95,12731,275.0,143.0,-999.0,6.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,15,4,0.876663741391022,1.876799980939634,0.0
57.95,9992,455.0,444.0,15.0,3.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,20,2,0.5839496779578708,0.4359662938814369,175.0
59.0,17400,174.0,181.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,5,0.5149200194740453,0.3583809122170833,3182.0
95.705,9917,142.0,-999.0,-999.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,23,0,2.2563767352954534,2.5844562809520983,6358.0
20.95,10989,360.0,325.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21,6,0.24753122160556573,0.18440847654406514,4941.0
47.95,12839,321.0,264.0,8.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0,3,0.39718224700434535,0.24726376745284118,26.0
44.5,7861,494.0,191.0,-999.0,7.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,3,1,0.29684294828701546,0.2397501378846421,2551.0
20.0,3653,517.0,-999.0,-999.0,2.0,17.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,131.0,11,5,1.1401425177497304,2.6806747881609763,69000.0
29.0,15651,417.0,126.0,266.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,22,5,0.2716925427219445,0.17627537703790588,144.0
117.0,9537,583.0,325.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,6,0.5419977334245717,0.37161043013770584,366282.0
421.18,16075,514.0,310.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1.5050293110535766,0.49100469242528977,773.0
28.76,3867,296.0,-999.0,-999.0,4.0,7.0,0.0,3.0,0.0,3.0,3.0,8.0,0.0,4.0,9,4,0.6539790930887609,0.8141820662967806,7461.0
117.0,7585,553.0,272.0,395.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,3,0.5659972677874276,0.3626649429608974,1181.0
34.0,7919,194.0,181.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22,6,0.33593567996777574,0.29102234032639396,103.0
100.0,6232,555.0,315.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,4,1.0015649452168858,5.920792851972691,0.0
57.95,7919,194.0,315.0,-999.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,23,1,0.5725727251215472,0.49602190064454504,63.0
67.95,7826,481.0,494.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,20,2,0.5535027257317401,0.38492027950542335,112.0
35.95,1450,215.0,204.0,-999.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0,2,0.341034092304954,0.2515986454848427,298.0
57.95,1974,111.0,184.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,0,0.4587414488398614,0.27881623654973237,8360.0
160.5,10023,111.0,325.0,-999.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,21,6,1.3086401196244524,0.8935711690433783,590.0
554.0,10313,258.0,469.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23,1,5.273453675142928,3.38030200007955,5950.0
527.0,5901,583.0,123.0,-999.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19,0,2.3829051242236945,1.5581564033577895,3881.0
310.0,15986,360.0,264.0,62.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,22,1,3.5413137465911753,2.8890253537848474,2836.0
33.714,11690,111.0,-999.0,-999.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,20,4,0.11675824200496153,0.08296195552387767,261.0
43.608,3154,408.0,-999.0,-999.0,1.0,12.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,20,1,1.2225913769495773,1.3404355341936778,1015.0
112.99,17874,517.0,330.0,121.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21,2,0.8644501175722287,1.1081422618892758,26174.0
98.95,12839,321.0,264.0,-999.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,5,0.8196284325564124,0.5102554700617025,1036.0
35.0,4526,571.0,181.0,-999.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,13,4,0.3351916174153712,0.2823950952694298,61340.0
30.95,2237,369.0,181.0,-999.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,21,1,0.3036214221541786,0.2848753584186582,332435.0
624.95,16132,111.0,299.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,17,5,3.851209505751235,2.4950878085359265,915.0
73.5,4571,584.0,441.0,-999.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4,3,0.5370431997251132,0.3095409185345135,221957.0
92.0,7919,194.0,436.0,-999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16,1,0.9090024281480991,0.7874722150008308,6905.0
82.95,9992,455.0,343.0,-999.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5,4,0.8358692974392646,0.6240449366258014,5928.0
574.95,15066,170.0,441.0,28.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,19,4,2.739666044932515,1.8481617085987234,2002.0
107.95,12839,321.0,264.0,463.0,10.0,11.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,18,4,0.8941777594185418,0.5566657705220898,1442.0
27.95,7539,543.0,264.0,-999.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,14,5,0.38675084320142866,0.8079884317720946,504217.0
108.95,3651,360.0,191.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15,0,0.7996047102141842,0.6287887529348515,75.0
28.76,10369,176.0,-999.0,-999.0,4.0,6.0,0.0,2.0,0.0,2.0,2.0,7.0,0.0,4.0,8,4,0.632418063302827,0.6890997176187514,10121.0
209.95,17400,174.0,123.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1,6,1.8323297981114544,1.2752893647453667,9998.0
241.95,17136,555.0,492.0,-999.0,8.0,8.0,0.0,0.0,6.0,7.0,0.0,0.0,3.0,0.0,7,4,0.6851424621233732,0.38737411602129723,1210169.0
24.5,10023,111.0,325.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11,1,0.19976126436634944,0.13640182954244714,668.0
226.0,16560,476.0,476.0,752.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,23,5,2.337943135019693,1.79268216482927,539.0
201.0,1893,514.0,126.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17,6,0.7444741853311423,0.49461615706448026,6121.0
81.0,9500,321.0,126.0,-999.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,13,6,0.7000978107111924,0.41888056354367637,989.0
39.0,14622,454.0,330.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17,6,0.1744736842097458,0.29819594446257386,831.0
716.67,8528,215.0,251.0,-999.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,6,7.0929500850461045,5.197326224256894,10350.0
